step,epoch,loss,lm,cls,rec,dist,ahead,lr
155,0,0.8888083696365356,0.8635145425796509,0.17480158805847168,0.06731150299310684,7.0674782364221755e-06,0.08896038681268692,1.7613117099025025e-05
156,0,0.6589498519897461,0.6281794905662537,0.19311152398586273,0.09971591830253601,8.600969522376545e-06,0.1294647753238678,1.7583600566390077e-05
157,0,1.752187728881836,1.6953895092010498,0.4852689504623413,0.06107098609209061,9.350330401503015e-06,0.10435044765472412,1.7553929218243518e-05
158,0,1.6761997938156128,1.6386734247207642,0.2890033721923828,0.07081875950098038,9.198383850161918e-06,0.10169407725334167,1.7524103703066994e-05
159,0,0.9044864177703857,0.7989894151687622,0.9718972444534302,0.0612315759062767,1.0343242138333153e-05,0.10491039603948593,1.7494124672711545e-05
160,0,1.0683283805847168,1.0137760639190674,0.45838791131973267,0.06991477310657501,9.854767085926142e-06,0.10435106605291367,1.7463992782383356e-05
161,0,1.0520106554031372,1.0168074369430542,0.26383253931999207,0.06923779845237732,8.791576874500606e-06,0.10716012865304947,1.7433708690629446e-05
162,0,1.0820016860961914,1.019403100013733,0.5387635827064514,0.08398138731718063,1.046423949446762e-05,0.09045957028865814,1.7403273059323266e-05
163,0,0.7861522436141968,0.746863067150116,0.3033714294433594,0.07521393150091171,9.491622222412843e-06,0.10382241010665894,1.7372686553650237e-05
164,0,1.2052257061004639,1.1793677806854248,0.19676509499549866,0.03873839229345322,1.0276624379912391e-05,0.08488298952579498,1.7341949842093212e-05
165,0,1.2025156021118164,1.1347100734710693,0.619011640548706,0.041516710072755814,1.0930771168204956e-05,0.07656518369913101,1.731106359641787e-05
166,0,1.6144492626190186,1.5857974290847778,0.17231795191764832,0.10617613047361374,9.104544915317092e-06,0.12222005426883698,1.728002849165802e-05
167,0,1.427040696144104,1.3991214036941528,0.1277042180299759,0.1683599054813385,8.368941053049639e-06,0.1346161663532257,1.7248845206100883e-05
168,0,1.4889270067214966,1.4545694589614868,0.2703726589679718,0.05194661021232605,1.002890076051699e-05,0.09445404261350632,1.721751442127221e-05
169,0,1.2220299243927002,1.1255308389663696,0.908588171005249,0.04421602562069893,1.110827270167647e-05,0.06858466565608978,1.7186036821921442e-05
170,0,1.40079665184021,1.363777995109558,0.29502639174461365,0.058531951159238815,9.162366040982306e-06,0.09178432822227478,1.7154413096006714e-05
171,0,1.1666051149368286,1.1489794254302979,0.10453420877456665,0.053588271141052246,8.48950458021136e-06,0.08985219150781631,1.7122643934679833e-05
172,0,1.0476008653640747,1.0223270654678345,0.16376645863056183,0.09447690099477768,9.59699355007615e-06,0.08346366882324219,1.7090730032271157e-05
173,0,0.5350030064582825,0.511271595954895,0.16327206790447235,0.061859130859375,9.592995411367156e-06,0.08622229099273682,1.705867208627444e-05
174,0,0.7328649759292603,0.7108348608016968,0.15601031482219696,0.04288431629538536,9.363302524434403e-06,0.08569372445344925,1.7026470797331576e-05
175,0,1.4720767736434937,1.4554738998413086,0.10101152211427689,0.04885898157954216,8.798497219686396e-06,0.08117106556892395,1.6994126869217287e-05
176,0,1.6732920408248901,1.6480803489685059,0.16624079644680023,0.08165046572685242,8.129068191919941e-06,0.09009871631860733,1.6961641008823745e-05
177,0,0.8816769123077393,0.8619545698165894,0.09873355180025101,0.0877513661980629,9.170497833110858e-06,0.10922551155090332,1.6929013926145115e-05
178,0,1.5383541584014893,1.4737318754196167,0.5420761704444885,0.09540671855211258,1.1618029020610265e-05,0.1128840446472168,1.6896246334262052e-05
179,0,0.9440178275108337,0.9030652046203613,0.36655768752098083,0.029868880286812782,1.0665285117283929e-05,0.05606238543987274,1.68633389493261e-05
180,0,1.6593124866485596,1.4962257146835327,1.5759382247924805,0.03495200350880623,1.0901586392719764e-05,0.07490058243274689,1.683029249054405e-05
181,0,2.3094704151153564,2.2322731018066406,0.6957346200942993,0.05857010558247566,1.0299314453732222e-05,0.09390474855899811,1.679710768016222e-05
182,0,1.9246541261672974,1.819753885269165,0.9576472043991089,0.0820389986038208,1.1515960977703799e-05,0.10066497325897217,1.676378524345067e-05
183,0,1.3777450323104858,1.368914246559143,,0.07126438617706299,9.865751053439453e-06,0.10534790903329849,1.6730325908687344e-05
184,0,1.4212754964828491,1.407975435256958,0.08786863088607788,0.030285028740763664,8.93607284524478e-06,0.05997629836201668,1.6696730407142166e-05
185,0,1.1950311660766602,1.1476036310195923,0.4004876911640167,0.054202184081077576,1.0686986570362933e-05,0.09336981177330017,1.6662999473061047e-05
186,0,1.6596064567565918,1.6334632635116577,0.1564302295446396,0.09855365753173828,9.808718459680676e-06,0.11144620925188065,1.6629133843649847e-05
187,0,0.6554505825042725,0.6336013674736023,0.1212482899427414,0.08845836669206619,1.0181981451751199e-05,0.10602649301290512,1.6595134259058247e-05
188,0,0.9361431002616882,0.921741247177124,0.07521943747997284,0.05610702559351921,9.292250979342498e-06,0.08148778975009918,1.6561001462363596e-05
189,0,0.8548365831375122,0.8316013216972351,0.160702645778656,0.06320834159851074,1.1752068530768156e-05,0.08008670806884766,1.6526736199554644e-05
190,0,0.9482673406600952,0.9218069314956665,0.18281500041484833,0.06831998378038406,1.1632770110736601e-05,0.09525338560342789,1.6492339219515268e-05
191,0,1.6442337036132812,1.5513243675231934,0.8445003032684326,0.07239827513694763,1.2859640264650807e-05,0.09678255766630173,1.645781127400807e-05
